"EVA_NR";"DS100";"IFOPT";"db_name";"traffic";"operator_name";"operator_nr";"status";"distance";"formatted";"lat";"lon";"housenumber";"name";"street";"postcode";"district";"suburb";"county";"state";"state_code";"city";"country";"country_code";"attribution";"attribution_license";"attribution_url"
8004284;"NNP";"de:09574:7550";"Neuhaus(Pegnitz)";"RV";"DB Station und Service AG";4396;;0.3412729048886048;"Neuhaus (Pegnitz), 91284 Neuhaus a.d. Pegnitz, Germany";49.62665;11.55171;;"Neuhaus (Pegnitz)";;91284;"Neuhaus a.d. Pegnitz";;"Nürnberger Land";"Bavaria";;"Neuhaus a.d. Pegnitz";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8004288;"EDOP";"de:05913:640";"Dortmund-Oespel";"RV";"DB Station und Service AG";1322;;0.6350284069493172;"Dortmund-Oespel, Auf der Linnert, 44149 Dortmund, Germany";51.4883931;7.3838177;;"Dortmund-Oespel";"Auf der Linnert";44149;"Dortmund";"Oespel";"Dortmund";"North Rhine-Westphalia";;"Dortmund";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004289;"RNHN";"ch:23017:55721";"Neuhausen Bad Bf";"RV";"Schweizerischen Bundesbahnen";;;15.812746195912382;"Badische Bahnhofstrasse 20.1, 8212 Neuhausen am Rheinfall, Switzerland";47.682477;8.612135;"20.1";;"Badische Bahnhofstrasse";8212;"Neuhausen am Rheinfall";;"Schaffhausen";"Schaffhausen";"SH";"Neuhausen am Rheinfall";"Switzerland";"ch";"© OpenAddresses contributors";"BSD-3-Clause License";
8004295;"FNF";"de:06631:11050";"Neuhof(Kr Fulda)";"RV";"DB Station und Service AG";4400;;0;"Neuhof (Kreis Fulda), Zum Bahnhof, 36119 Neuhof, Germany";50.4548764;9.62025519384811;;"Neuhof (Kreis Fulda)";"Zum Bahnhof";36119;"Neuhof";;"Landkreis Fulda";"Hesse";;"Neuhof";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004297;"FNK";"de:06632:202267";"Haunetal-Neukirchen";"nur DPN";"DB Station und Service AG";4408;;3.3364527457399484;"Haunetal-Neukirchen, Mühlenstraße, 36166 Neukirchen, Germany";50.770808;9.6925451;;"Haunetal-Neukirchen";"Mühlenstraße";36166;"Haunetal";;"Landkreis Hersfeld-Rotenburg";"Hesse";;"Neukirchen";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004298;"MNK";"de:09275:4090";"Neukirchen(Inn)";"RV";"DB RegioNetz Infrastruktur GmbH";;;298.44453045937985;"Kirchplatz 5, 94127 Neuburg am Inn, Germany";48.519974;13.372204;"5";;"Kirchplatz";94127;"Neuburg a. Inn";;"Passau";"Bavaria";;"Neuburg am Inn";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004302;"ANL";"de:03359:8004302";"Neukloster(Kr Stade)";"RV";"DB Station und Service AG";4411;;6.177675518020482;"Neukloster, 21614 Buxtehude, Germany";53.481208;9.639677;;"Neukloster";;21614;"Neu Wulmstorf";;"Harburg";"Lower Saxony";;"Buxtehude";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004304;"RNL";"de:08226:3101";"Neulußheim";"RV";"DB Station und Service AG";4414;;132.8573708793698;"REWE Anbari, Am Sägewerk 1, 68804 Neulußheim, Germany";49.291453;8.528644;"1";"REWE Anbari";"Am Sägewerk";68804;"Hockenheim";;"Rhein-Neckar-Kreis";"Baden-Württemberg";"BW";"Neulußheim";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004305;"NNT";"de:09373:17000";"Neumarkt(Oberpf)";"FV";"DB Station und Service AG";4416;;0;"Neumarkt (Oberpf), Bahnhofplatz, 92318 Neumarkt in der Oberpfalz, Germany";49.2731974;11.456922244679848;;"Neumarkt (Oberpf)";"Bahnhofplatz";92318;;;"Landkreis Neumarkt in der Oberpfalz";"Bavaria";;"Neumarkt in der Oberpfalz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004306;"RND";"de:07316:7905";"Neustadt(Weinstr) Süd";"RV";"DB Station und Service AG";8199;;0.34136193023159467;"Neustadt (Weinstr) Süd, 67433 Neustadt an der Weinstraße, Germany";49.34155;8.15706;;"Neustadt (Weinstr) Süd";;67433;"Neustadt an der Weinstraße";;"Neustadt an der Weinstrasse";"Rhineland-Palatinate";;"Neustadt an der Weinstraße";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8004308;"RNK";"ch:23017:5298";"Neunkirch";"RV";"Schweizerischen Bundesbahnen";;;5.233539921890379;"Gigering, 8213 Neunkirch, Switzerland";47.6891625;8.4954518;;"Neunkirch";"Gigering";8213;"Neunkirch";;"Bezirk Oberklettgau";"Schaffhausen";"SH";"Neunkirch";"Switzerland";"ch";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004310;"NNKS";"de:09574:7570";"Neunkirchen a Sand";"RV";"DB Station und Service AG";4428;;2.880080280681718;"Neunkirchen am Sand, Bahnhofsplatz, 91233 Neunkirchen a. Sand, Germany";49.520298;11.320453398863606;;"Neunkirchen am Sand";"Bahnhofsplatz";91233;;;"Nürnberger Land";"Bavaria";;"Neunkirchen a. Sand";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004312;"SNKW";"de:10043:8004312";"Neunkirchen(Saar)-Wellesweiler";"RV";"DB Station und Service AG";4427;;2.4533086684785097;"Neunkirchen (Saar)-Wellesweiler, Homburger Straße, 66539 Neunkirchen, Germany";49.3495804;7.2267741;;"Neunkirchen (Saar)-Wellesweiler";"Homburger Straße";66539;"Wellesweiler";"Wellesweiler";"Landkreis Neunkirchen";"Saarland";"SL";"Neunkirchen";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004313;"ENK";"de:05970:10102";"Neunkirchen(Kr Siegen)";"nur DPN";"DB Station und Service AG";4425;;0;"Neunkirchen (Siegen), Bahnhofstraße, 57290 Altenseelbach, Germany";50.7847248;8.006029144354734;;"Neunkirchen (Siegen)";"Bahnhofstraße";57290;;;"Kreis Siegen-Wittgenstein";"North Rhine-Westphalia";;"Altenseelbach";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004315;"MNN";"de:09171:1262";"Neuötting";"RV";"DB RegioNetz Infrastruktur GmbH";;;75.64133257731507;"Schmidt-Friseursalon, Am Bahnhof 6, 84543 Winhöring, Germany";48.260574;12.689908;"6";"Schmidt-Friseursalon";"Am Bahnhof";84543;"Winhöring";;"Altötting";"Bavaria";;"Winhöring";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004316;"KNRC";"de:05162:20496";"Neuss Rheinparkcenter";"RV";"DB Station und Service AG";4441;;0;"Neuss Rheinparkcenter, An der Hammer Brücke, 41460 Neuss, Germany";51.206189050000006;6.716941201102889;;"Neuss Rheinparkcenter";"An der Hammer Brücke";41460;"Rheinpark-Center";"Hammfeld";"Rhein-Kreis Neuss";"North Rhine-Westphalia";;"Neuss";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004317;"KNSD";"de:05162:20105";"Neuss Süd";"RV";"DB Station und Service AG";4442;;2.669402445316299;"Neuss Süd, 41464 Neuss, Germany";51.185781;6.690328;;"Neuss Süd";;41464;"Neuss";;"Rhein-Kreis Neuss";"North Rhine-Westphalia";;"Neuss";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004318;"MNES";"de:09772:5000";"Neusäß";"RV";"DB Station und Service AG";4435;;42.8075193541696;"Fuggerstraße 1, 86356 Neusäß, Germany";48.394056;10.833803;"1";;"Fuggerstraße";86356;"Neusäß";;"Augsburg";"Bavaria";;"Neusäß";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004319;"NNEU";"de:09476:75273";"Neuses(b Kronach)";"RV";"DB Station und Service AG";4436;;15.541755021314422;"Alte Dorfstraße 21, 96317 Kronach, Germany";50.2170316;11.307046060559;"21";;"Alte Dorfstraße";96317;"Kronach";;"Landkreis Kronach";"Bavaria";;"Kronach";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004320;"KNAK";"de:05162:20390";"Neuss Am Kaiser";"RV";"DB Station und Service AG";4439;;67.33363098589179;"Düsseldorfer Straße 182, 41460 Neuss, Germany";51.21979;6.697889;"182";;"Düsseldorfer Straße";41460;"Neuss";;"Rhein-Kreis Neuss";"North Rhine-Westphalia";;"Neuss";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004321;"NNSG";"de:09377:9318";"Neusorg";"nur DPN";"DB Station und Service AG";4437;;1.1956605652135075;"Neusorg, Steinwaldstraße, 95700 Weihermühle, Germany";49.9338352;11.9719966;;"Neusorg";"Steinwaldstraße";95700;"Neusorg";;"Landkreis Tirschenreuth";"Bavaria";;"Weihermühle";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004322;"HNRU";"de:03241:9888";"Neustadt am Rübenberge";"RV";"DB Station und Service AG";4455;;3.8287457950056405;"Deutsche Bahn, Am Hüttengleis, 31535 Neustadt am Rübenberge, Germany";52.5033582;9.455262;;"Deutsche Bahn";"Am Hüttengleis";31535;;;"Region Hannover";"Lower Saxony";;"Neustadt am Rübenberge";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004323;"NNA";"de:09575:14000";"Neustadt(Aisch)Bahnhof";"RV";"DB Station und Service AG";4443;;0.4675727502232072;"Neustadt (Aisch)Bahnhof, Neustadt an der Aisch, Bavaria, Germany";49.57688;10.58803;;"Neustadt (Aisch)Bahnhof";;;"Neustadt a.d. Aisch";;"Neustadt an der Aisch-Bad Windsheim";"Bavaria";;"Neustadt an der Aisch";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8004325;"NNU";"de:09473:15363";"Neustadt(b Coburg)";"RV";"DB Station und Service AG";4444;;33.63763882769862;"Bahnhofstraße 30, 96465 Neustadt bei Coburg, Germany";50.332643;11.121783;"30";;"Bahnhofstraße";96465;"Neustadt b. Coburg";;"Coburg";"Bavaria";;"Neustadt bei Coburg";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004326;"MND";"de:09273:2200";"Neustadt(Donau)";"nur DPN";"DB Station und Service AG";4445;;42.92072499538072;"Neustadt (Donau), Bahnhofsplatz 3, 93333 Neustadt an der Donau, Germany";48.800560950000005;11.763813425219805;"3";"Neustadt (Donau)";"Bahnhofsplatz";93333;"Neustadt a.d. Donau";;"Landkreis Kelheim";"Bavaria";;"Neustadt an der Donau";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004327;"ANT";"de:01055:66582";"Neustadt(Holst)";"RV";"DB Station und Service AG";4447;;0.2223901606956732;"Neustadt (Holst), 23730 Neustadt in Holstein, Germany";54.104;10.80849;;"Neustadt (Holst)";;23730;"Neustadt in Holstein";;"Ostholstein";"Schleswig-Holstein";"SH";"Neustadt in Holstein";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8004328;"FNSM";"de:06534:11075";"Neustadt(Kr Marburg)";"RV";"DB Station und Service AG";4448;;0.3945057934196772;"Neustadt (Kr Marburg), 35279 Neustadt, Germany";50.85045;9.12064;;"Neustadt (Kr Marburg)";;35279;"Neustadt (Hessen)";;"Marburg-Biedenkopf";"Hesse";;"Neustadt";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8004331;"RNSS";"de:08315:6544";"Neustadt(Schwarzw)";"RV";"DB Station und Service AG";4451;;0.31536408462976384;"Neustadt (Schwarzw), 79822 Titisee-Neustadt, Germany";47.9102;8.21088;;"Neustadt (Schwarzw)";;79822;"Titisee-Neustadt";;"Breisgau-Hochschwarzwald";"Baden-Württemberg";"BW";"Titisee-Neustadt";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8004332;"NNW";"de:09374:11149";"Neustadt(Waldnaab)";"RV";"DB Station und Service AG";4452;;0;"Neustadt (Waldnaab), Georgstraße, 92660 Neustadt an der Waldnaab, Germany";49.725781;12.168315420073789;;"Neustadt (Waldnaab)";"Georgstraße";92660;;;"Landkreis Neustadt an der Waldnaab";"Bavaria";;"Neustadt an der Waldnaab";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004333;"TNHO";"de:08119:1602";"Neustadt-Hohenacker";"RV";"DB Station und Service AG";4458;;5.5724271994069685;"Neustadt-Hohenacker, Bahnhofsplatz, 71336 Neustadt, Germany";48.85875475;9.323655726102611;;"Neustadt-Hohenacker";"Bahnhofsplatz";71336;"Hirschlauf";;"Rems-Murr-Kreis";"Baden-Württemberg";"BW";"Neustadt";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004335;"KNAL";"de:05162:20727";"Neuss Allerheiligen";"RV";"DB Station und Service AG";7656;;3.0602683934840336;"Allerheiligen S, Am Pickenhof, 41470 Neuss, Germany";51.1424636;6.7567493;;"Allerheiligen S";"Am Pickenhof";41470;"Neuss";;"Rhein-Kreis Neuss";"North Rhine-Westphalia";;"Neuss";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004336;"NNAM";"de:09575:14040";"Neustadt(Aisch)Mitte";"RV";"DB Station und Service AG";8195;;0.364205270187904;"Neustadt (Aisch)Mitte, Neustadt an der Aisch, Bavaria, Germany";49.5742;10.60931;;"Neustadt (Aisch)Mitte";;;"Neustadt a.d. Aisch";;"Neustadt an der Aisch-Bad Windsheim";"Bavaria";;"Neustadt an der Aisch";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8004338;"TNW";"de:08111:1403";"Neuwirtshaus(Porscheplatz)";"RV";"DB Station und Service AG";4467;;22.14169570681702;"Porscheplatz 1, 70435 Stuttgart, Germany";48.833995;9.15235;"1";;"Porscheplatz";70435;"Leinfelden-Echterdingen";"Weilimdorf";"Esslingen";"Baden-Württemberg";"BW";"Stuttgart";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004340;"ENV";"de:05158:10350";"Velbert-Neviges";"RV";"DB Station und Service AG";4469;;0.728668560185681;"Velbert-Neviges, Auf der Beek, 42553 Velbert, Germany";51.3130427;7.090794520864007;;"Velbert-Neviges";"Auf der Beek";42553;"Hardenberg";"Neviges";"Kreis Mettmann";"North Rhine-Westphalia";;"Velbert";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004343;"ANB";"de:01054:66926";"Niebüll";"FV";"DB Station und Service AG";4472;;5.157318367051607;"Bahnhof Niebüll DB, Bahnhofstraße 1, 25899 Niebüll, Germany";54.7894267;8.834331642869135;"1";"Bahnhof Niebüll DB";"Bahnhofstraße";25899;"Südtondern";;"Northern Friesland";"Schleswig-Holstein";"SH";"Niebüll";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004344;"SNID";"de:10044:8004344";"Niedaltdorf";"RV";"DB Station und Service AG";4473;;87.4270357955187;"Am Burenweg 4, 66780 Rehlingen-Siersburg, Germany";49.344179;6.593352;"4";;"Am Burenweg";66780;"Rehlingen-Siersburg";;"Saarlouis";"Saarland";"SL";"Rehlingen-Siersburg";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004345;"FNFD";"de:07331:3235";"Nieder Flörsheim-Dalsheim";"RV";"DB Station und Service AG";4474;;0.3086593530487982;"Nieder Flörsheim-Dalsheim, Flörsheim-Dalsheim, Rhineland-Palatinate, Germany";49.6569;8.20427;;"Nieder Flörsheim-Dalsheim";;;"Monsheim";;"Alzey-Worms";"Rhineland-Palatinate";;"Flörsheim-Dalsheim";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8004348;"FNO";"de:06535:11186";"Nieder Ohmen";"nur DPN";"DB Station und Service AG";4475;;17.890755716504092;"Fachmarkt Langohr, Kirschgartener Straße 3, 35325 Mücke, Germany";50.6451026;9.0344055;"3";"Fachmarkt Langohr";"Kirschgartener Straße";35325;"Mücke";;"Vogelsbergkreis";"Hesse";;"Mücke";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004349;"FNOL";"de:07339:8008";"Nieder Olm";"nur DPN";"DB Station und Service AG";4476;;6.628534563462772;"Zornheimer Straße, 55268 Nieder-Olm, Germany";49.9055835;8.2049975;;"Nieder-Olm";"Zornheimer Straße";55268;"Nieder-Olm";;"Landkreis Mainz-Bingen";"Rhineland-Palatinate";;"Nieder-Olm";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004350;"FNR";"de:06432:11227";"Mühltal";"nur DPN";"DB Station und Service AG";4477;;11.996441097897591;"Bahnhofskiosk im alten Stellwerk, Am Bahnhof 2, 64367 Mühltal, Germany";49.83205555;8.703224012631887;"2";"Bahnhofskiosk im alten Stellwerk";"Am Bahnhof";64367;"Mühltal";"Trautheim";"Landkreis Darmstadt-Dieburg";"Hesse";;"Mühltal";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004351;"FNRO";"de:06438:4644";"Rodgau-Nieder Roden";"RV";"DB Station und Service AG";4478;;0.42093613101629723;"Rodgau-Nieder Roden, 63110 Rodgau, Germany";49.99744;8.87121;;"Rodgau-Nieder Roden";;63110;"Rodgau";;"Offenbach";"Hesse";;"Rodgau";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8004352;"FSLH";"de:07331:8007";"Saulheim";"nur DPN";"DB Station und Service AG";5522;;5.350721049100756;"Bahnhofstraße, 55291 Saulheim, Germany";49.8738301;8.1543145;;"Saulheim";"Bahnhofstraße";55291;"Wörrstadt";;"Landkreis Alzey-Worms";"Rhineland-Palatinate";;"Saulheim";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004353;"FNRW";"de:06440:4403";"Nieder Wöllstadt";"RV";"DB Station und Service AG";4479;;24.473825463003752;"Eisenbahnstraße 11, 61206 Wöllstadt, Germany";50.280107;8.767546;"11";;"Eisenbahnstraße";61206;"Wöllstadt";;"Wetteraukreis";"Hesse";;"Wöllstadt";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004357;"TSNU";"de:08111:34";"Stuttgart Nürnberger Str.";"RV";"DB Station und Service AG";6074;;0.36432373349673763;"Stuttgart Nürnberger Str., 70374 Stuttgart, Germany";48.80642;9.23486;;"Stuttgart Nürnberger Str.";;70374;"Leinfelden-Echterdingen";"Berg";"Esslingen";"Baden-Württemberg";"BW";"Stuttgart";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8004363;"TNB";"de:08436:8317";"Niederbiegen";"RV";"DB Station und Service AG";4483;;27.80108656354957;"Am Bahnhof 9, 88255 Baienfurt, Germany";47.830638;9.62133;"9";;"Am Bahnhof";88255;"Mittleres Schussental";;"Ravensburg";"Baden-Württemberg";"BW";"Baienfurt";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004364;"FNCH";"de:06533:11126";"Niederbrechen";"RV";"DB Station und Service AG";4485;;7.824068786513965;"Niederbrechen, Vorm Werschberg, 65611 Brechen, Germany";50.35948745;8.160714689597366;;"Niederbrechen";"Vorm Werschberg";65611;;;"Landkreis Limburg-Weilburg";"Hesse";;"Brechen";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004366;"KND";"de:05382:56501";"Niederdollendorf";"RV";"DB Station und Service AG";4488;;1.1593792685869195;"Niederdollendorf, Proffenweg, 53639 Königswinter, Germany";50.6955252;7.180500522286704;;"Niederdollendorf";"Proffenweg";53639;"Niederdollendorf";"Niederdollendorf";"Rhein-Sieg-Kreis";"North Rhine-Westphalia";;"Königswinter";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004367;"FNIE";"de:06435:4549";"Niederdorfelden";"RV";"DB Station und Service AG";4490;;20.011692660770873;"Saint-Sever-Straße 1, 61138 Niederdorfelden, Germany";50.1929548;8.808889696792406;"1";;"Saint-Sever-Straße";61138;"Niederdorfelden";"Bergen";"Main-Kinzig-Kreis";"Hesse";;"Niederdorfelden";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004369;"ENID";"de:05970:10637";"Niederdresselndorf";"nur DPN";"DB Station und Service AG";4492;;2.643864970992163;"Bahnhofsplatz, 57299 Niederdresselndorf, Germany";50.7212176;8.1363575;;"Niederdresselndorf";"Bahnhofsplatz";57299;"Daaden-Herdorf";;"Kreis Siegen-Wittgenstein";"North Rhine-Westphalia";;"Niederdresselndorf";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004373;"FNIB";"de:07143:040009";"Niedererbach";"nur DPN";"DB Station und Service AG";4493;;62.630974556572916;"Bornstraße 11, 56412 Niedererbach, Germany";50.425636;7.976949;"11";;"Bornstraße";56412;"Montabaur";;"Westerwaldkreis";"Rhineland-Palatinate";;"Niedererbach";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004376;"FNHD";"de:06533:11021";"Niederhadamar";"nur DPN";"DB Station und Service AG";4497;;165.7878617825241;"Melanderstraße 15, Hadamar, Germany";50.434238;8.036761;"15";;"Melanderstraße";;"Hadamar";;"Limburg-Weilburg";"Hesse";;"Hadamar";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004379;"FNDH";"de:07339:32620";"Niederheimbach";"RV";"DB Station und Service AG";4499;;2.456662425152042;"Niederheimbach, Am Hof, 55413 Rheindiebach, Germany";50.03643115;7.8049338646112005;;"Niederheimbach";"Am Hof";55413;;;"Landkreis Mainz-Bingen";"Rhineland-Palatinate";;"Rheindiebach";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004380;"FNH";"de:06436:2213";"Niederhöchstadt";"RV";"DB Station und Service AG";4500;;0;"Niederhöchstadt, Rudolf-Diesel-Straße, 65760 Eschborn, Germany";50.1541911;8.547251401658878;;"Niederhöchstadt";"Rudolf-Diesel-Straße";65760;"Niederhöchstadt";"Niederhöchstadt";"Main-Taunus-Kreis";"Hesse";;"Eschborn";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004381;"ENDV";"de:07132:090544";"Niederhövels";"RV";"DB Station und Service AG";4501;;6.245783728362746;"Am Bahnhof, 57537 Niederhövels, Germany";50.7863273;7.7885928;;"Niederhövels";"Am Bahnhof";57537;"Wissen";;"Landkreis Altenkirchen (Westerwald)";"Rhineland-Palatinate";;"Niederhövels";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004382;"FNJ";"de:06436:6199";"Niederjosbach";"RV";"DB Station und Service AG";4502;;124.08064651852601;"Bahnstraße 28a, 65817 Eppstein, Germany";50.150522;8.34968;"28a";;"Bahnstraße";65817;"Glashütten";;"Hochtaunuskreis";"Hesse";;"Eppstein";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004391;"MNLH";"de:09278:80758";"Niederlindhart";"RV";"DB Station und Service AG";4507;;0.8548248430649106;"Niederlindhart, Westen, 84066 Mallersdorf-Pfaffenberg, Germany";48.762529400000005;12.23797454802553;;"Niederlindhart";"Westen";84066;;;"Landkreis Straubing-Bogen";"Bavaria";;"Mallersdorf-Pfaffenberg";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004392;"SNDL";"de:10046:8004392";"Niederlinxweiler";"RV";"DB Station und Service AG";4508;;0.767483428305046;"Niederlinxweiler, Oberlinxweilerstraße, 66606 Sankt Wendel, Germany";49.43223625;7.160638518152249;;"Niederlinxweiler";"Oberlinxweilerstraße";66606;"Niederlinxweiler";"Niederlinxweiler";"Landkreis St. Wendel";"Saarland";"SL";"Sankt Wendel";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004393;"KNME";"de:07137:030045";"Mendig";"RV";"DB Station und Service AG";4509;;2.9485442746106942;"56743 Mendig, Germany";50.369639;7.291036;;;;56743;"Mendig";;"Mayen-Koblenz";"Rhineland-Palatinate";;"Mendig";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004395;"FNMI";"de:06435:11060";"Niedermittlau";"RV";"DB Station und Service AG";4510;;62.74457406867265;"Sicilia da Aldo, Am Bahnhof 2, 63594 Hasselroth, Germany";50.178381;9.11007;"2";"Sicilia da Aldo";"Am Bahnhof";63594;"Hasselroth";;"Main-Kinzig-Kreis";"Hesse";;"Hasselroth";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004396;"SNDM";"de:07335:8544";"Niedermohr";"RV";"DB Station und Service AG";4511;;7.909457213032791;"Hauptstraße 7, 66879 Niedermohr, Germany";49.45855335;7.47163116413657;"7";;"Hauptstraße";66879;"Ramstein-Miesenbach";"Kirchmohr";"Landkreis Kaiserslautern";"Rhineland-Palatinate";;"Niedermohr";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004400;"FNSD";"de:06439:6101";"Niedernhausen(Taunus)";"RV";"DB Station und Service AG";4513;;42.767982654930954;"Niedernhausen Nf, Ilfelder Platz 5, 65527 Niedernhausen, Germany";50.160238199999995;8.312665623968108;"5";"Niedernhausen Nf";"Ilfelder Platz";65527;"Niedernhausen";;"Rheingau-Taunus-Kreis";"Hesse";;"Niedernhausen";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004401;"MNRU";"de:09774:2934";"Niederraunau";"RV";"DB Station und Service AG";4517;;0.6760439159705104;"Niederraunau, An der Bahn, 86381 Krumbach (Schwaben), Germany";48.2213412;10.3745111;;"Niederraunau";"An der Bahn";86381;"Gemarkung Niederraunau";;"Landkreis Günzburg";"Bavaria";;"Krumbach (Schwaben)";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8004402;"FROD";"de:06435:11062";"Rodenbach(b Hanau)";"RV";"DB Station und Service AG";5305;;0.3335852406484655;"Rodenbach (b Hanau), Rodenbach, Hesse, Germany";50.14727;9.01256;;"Rodenbach (b Hanau)";;;"Rodenbach";;"Main-Kinzig-Kreis";"Hesse";;"Rodenbach";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8004404;"MNRO";"de:09174:6890";"Niederroth";"RV";"DB Station und Service AG";4518;;1.205848884456457;"Niederroth, Gartenweg, 85229 Markt Indersdorf, Germany";48.3206874;11.389897993410305;;"Niederroth";"Gartenweg";85229;"Markt Indersdorf";;"Landkreis Dachau";"Bavaria";;"Markt Indersdorf";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
